iter	RMSE
253	0.0003879603638
254	0.000387124352
255	0.0003864170216
256	0.0003857563331
257	0.0003853432138
258	0.0003850584056
259	0.0003845688956
260	0.0003835235258
261	0.000382711771
262	0.000381932897
263	0.0003806843635
264	0.0003800997771
265	0.0003785062075
266	0.0003778429502
267	0.0003765718325
268	0.0003761364873
269	0.0003748167152
270	0.0003732688207
271	0.0003726980746
272	0.0003721094362
273	0.0003706680073
274	0.0003697994657
275	0.0003682958664
276	0.0003673221592
277	0.0003653822529
278	0.0003649628999
279	0.0003641317148
280	0.0003627256456
281	0.0003620713919
282	0.0003616272262
283	0.0003606851355
284	0.0003602244421
285	0.0003588731607
286	0.0003580242759
287	0.0003569476292
288	0.0003558501816
289	0.0003554398261
290	0.0003545620368
291	0.000354106613
292	0.0003528968468
293	0.0003511788202
294	0.0003503600578
295	0.0003492705675
296	0.0003477239841
297	0.0003459330673
298	0.0003456095733
299	0.0003443763906
300	0.000343652218
301	0.0003428075405
302	0.0003420655735
303	0.0003409798582
304	0.0003400001031
305	0.000339333703
306	0.0003386313095
307	0.0003381458416
308	0.0003371100235
309	0.000336086414
310	0.000335756222
311	0.0003353286379
312	0.0003345504383
313	0.0003340074538
314	0.0003327390047
315	0.0003323952478
316	0.0003315860996
317	0.0003307609727
318	0.000330664502
319	0.0003291502218
320	0.000328260955
321	0.0003278512154
322	0.0003273779702
323	0.0003265260994
324	0.000325623082
325	0.000324892822
326	0.0003238534464
327	0.0003234996691
328	0.0003226254753
329	0.0003218788573
330	0.0003208590613
331	0.0003191093433
332	0.0003183582265
333	0.0003175295886
334	0.0003168949261
335	0.0003156890938
336	0.0003149410293
337	0.0003142507067
338	0.0003132980075
339	0.0003128798249
340	0.0003123654132
341	0.0003109586134
342	0.0003101561849
343	0.0003092145739
344	0.0003085410909
345	0.0003076823368
346	0.000307290175
347	0.0003063098126
348	0.0003055405685
349	0.000305345742
350	0.0003051308526
351	0.0003039493155
352	0.000303047862
353	0.0003025622032
354	0.0003014812982
355	0.0003011639618
356	0.0003006931016
357	0.0003001284321
358	0.000299695731
359	0.0002990479769
360	0.0002982988264
361	0.0002982099943
362	0.0002975903323
363	0.0002963035732
364	0.0002957875095
365	0.0002954782572
366	0.0002950208557
367	0.0002944039906
368	0.0002936631594
369	0.0002935873227
370	0.0002930193803
371	0.0002923978675
372	0.0002913693856
373	0.0002902213431
374	0.0002898483746
375	0.0002891534766
376	0.0002881175925
377	0.0002871239003
378	0.0002860713778
379	0.000285658295
380	0.000284967011
381	0.0002842561944
382	0.0002835959012
383	0.0002831770515
384	0.000283002295
385	0.0002823903561
386	0.0002809609347
387	0.0002804253447
388	0.0002797643051
389	0.0002790911478
390	0.0002782329584
391	0.0002778962181
392	0.0002774288301
393	0.0002770048203
394	0.0002762121451
395	0.0002756622469
396	0.0002752805249
397	0.0002746661386
398	0.0002738025251
399	0.000273167412
